0.971562,1.89468,0.873529
-1.02387,1.89468,1.02165
0.958073,1.89468,0.69743
0.971562,1.89468,0.873529
0.957082,1.89468,0.684491
0.958073,1.89468,0.69743
-1.03938,1.89468,0.819119
0.957082,1.89468,0.684491
-1.03154,1.89468,0.92148
-1.03938,1.89468,0.819119
-1.02387,1.89468,1.02165
-1.03154,1.89468,0.92148
-1.20624,2.12327,-1.46125
-0.756304,2.12327,-1.49259
-1.21597,2.12327,-1.58821
-1.20624,2.12327,-1.46125
-1.2218,2.12327,-1.66442
-1.21597,2.12327,-1.58821
0.721186,2.12327,-1.8061
-1.2218,2.12327,-1.66442
0.773839,2.12327,-1.80977
0.721186,2.12327,-1.8061
0.786453,2.12327,-1.64511
0.773839,2.12327,-1.80977
0.790358,2.12327,-1.59412
0.786453,2.12327,-1.64511
-0.756304,2.12327,-1.49259
0.790358,2.12327,-1.59412
-1.20241,2.50841,-1.56376
-1.21122,2.35579,-1.61829
0.78203,2.29533,-1.77097
0.790836,2.44796,-1.71643
-1.1934,2.63415,-1.49593
-1.20241,2.50841,-1.56376
0.790836,2.44796,-1.71643
0.799845,2.57369,-1.64861
-1.18454,2.72815,-1.41742
-1.1934,2.63415,-1.49593
0.799845,2.57369,-1.64861
0.80871,2.6677,-1.5701
-1.17616,2.78681,-1.33125
-1.18454,2.72815,-1.41742
0.80871,2.6677,-1.5701
0.81709,2.72636,-1.48392
-1.16858,2.80788,-1.24072
-1.17616,2.78681,-1.33125
0.81709,2.72636,-1.48392
0.824663,2.74743,-1.3934
-1.16211,2.79055,-1.14932
-1.16858,2.80788,-1.24072
0.824663,2.74743,-1.3934
0.831138,2.7301,-1.302
-1.15698,2.73548,-1.06056
-1.16211,2.79055,-1.14932
0.831138,2.7301,-1.302
0.836267,2.67502,-1.21324
-1.1534,2.64479,-0.977853
-1.15698,2.73548,-1.06056
0.836267,2.67502,-1.21324
0.839851,2.58433,-1.13053
-1.15149,2.52196,-0.904371
-1.1534,2.64479,-0.977853
0.839851,2.58433,-1.13053
0.841755,2.4615,-1.05705
-1.15134,2.37172,-0.842941
-1.15149,2.52196,-0.904371
0.841755,2.4615,-1.05705
0.841904,2.31126,-0.99562
-1.15296,2.19983,-0.795924
-1.15134,2.37172,-0.842941
0.841904,2.31126,-0.99562
